Filename,Original,RuleName,CitationType,MatchType,Vids,Nodes,Content,Error,Notes,ExtractedSeries
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-205-civ.xml,"Delta Airways Inc</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793882773'>[2010] EWHC 3094 (Pat)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793882773,,[2010] EWHC 3094 (Pat),,Resolved match,EWHC  Pat
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-205-civ.xml,Laboratories (UK) Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792703413'>[2016] EWHC 1517 (Pat)</citation>(the point did,Neutral HC,Caselaw,SyntalexMatch,792703413,,[2016] EWHC 1517 (Pat),,Resolved match,EWHC  Pat
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-205-civ.xml,v ResMed Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='841084582'>[2017] EWHC 2748 (Ch)</citation>. </p> </content>,Neutral HC,Caselaw,SyntalexMatch,841084582,,[2017] EWHC 2748 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,20 March 2020:<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='852437789'>[2020] EWHC 672 (QB)</citation>. He held,Neutral HC,Caselaw,SyntalexMatch,852437789,,[2020] EWHC 672 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,"style=""font-style:italic"">Patel v Patel</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='802214377'>[2009] EWHC 3264 (QB)</citation>, [2010] 1",Neutral HC,Caselaw,SyntalexMatch,802214377,,[2009] EWHC 3264 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,"Regulation Authority </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792656037'>[2014] EWHC 2974 (Admin)</citation>, [78] in",Neutral HC,Caselaw,SyntalexMatch,792656037,,[2014] EWHC 2974 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,"v Reeves </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='842488399'>[2015] EWHC 4301 (Ch)</citation>and <span style=""font-style:italic"">Grace",Neutral HC,Caselaw,SyntalexMatch,842488399,,[2015] EWHC 4301 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,"UK Ltd </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793869897'>[2010] EWHC 3276 (TCC)</citation>, Edwards-Stuart J",Neutral HC,Caselaw,SyntalexMatch,793869897,,[2010] EWHC 3276 (TCC),,Resolved match,EWHC  TCC
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,"and another </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792526029'>[2016] EWHC 590 (TCC)</citation>, insurers sought",Neutral HC,Caselaw,SyntalexMatch,792526029,,[2016] EWHC 590 (TCC),,Resolved match,EWHC  TCC
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-339-civ.xml,"&amp; ors </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793184889'>[2009] EWHC 2900 (Comm)</citation>, [164] that",Neutral HC,Caselaw,SyntalexMatch,793184889,,[2009] EWHC 2900 (Comm),,Resolved match,EWHC  Comm
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-28-civ.xml,Gilson Investments Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793438761'>[2012] EWHC 721 (Comm)</citation>at paragraph </p>,Neutral HC,Caselaw,SyntalexMatch,793438761,,[2012] EWHC 721 (Comm),,Resolved match,EWHC  Comm
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-28-civ.xml,Plc and others</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='844771624'>[2020] EWHC 1315 (Comm)</citation>. In that,Neutral HC,Caselaw,SyntalexMatch,844771624,,[2020] EWHC 1315 (Comm),,Resolved match,EWHC  Comm
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"November 2019 (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='839129807'>[2019] EWHC 2923 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,839129807,,[2019] EWHC 2923 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"Ltd (No 2)</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793151161'>[2011] EWHC 1874 (Pat)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793151161,,[2011] EWHC 1874 (Pat),,Resolved match,EWHC  Pat
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"Sky Broadcasting Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792945565'>[2012] EWHC 268 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,792945565,,[2012] EWHC 268 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"Leisure (No 3)</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793344981'>[2012] EWHC 108 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793344981,,[2012] EWHC 108 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"Broadcasting Ltd </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793709033'>[2013] EWHC 379 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793709033,,[2013] EWHC 379 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"Egpsxxx Ltd </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792661305'>[2014] EWHC 3762 (IPEC)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,792661305,,[2014] EWHC 3762 (IPEC),,Resolved match,EWHC  IPEC
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"Sky Broadcasting Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793725525'>[2013] EWHC 3479 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793725525,,[2013] EWHC 3479 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2021/2021-ewca-441-civ.xml,"v Newzbin Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='806492933'>[2010] EWHC 608 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,806492933,,[2010] EWHC 608 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1746-civ.xml,"the Home Department</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792520737'>[2016] EWHC 942 (Admin)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,792520737,,[2016] EWHC 942 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1746-civ.xml,Immigration Appeal Tribunal</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793625357'>[2004] EWHC 582 (Admin)</citation>the claimant was,Neutral HC,Caselaw,SyntalexMatch,793625357,,[2004] EWHC 582 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1746-civ.xml,Lucia v SSHD</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792832941'>[2015] EWHC 2705 (Admin</citation>at [98]-[104]). Her,Neutral HC,Caselaw,SyntalexMatch,792832941,,[2015] EWHC 2705 (Admin,,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1746-civ.xml,the Home Department</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792585581'>[2016] EWHC 56 (Admin)</citation>(see para. 27),Neutral HC,Caselaw,SyntalexMatch,792585581,,[2016] EWHC 56 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1746-civ.xml,"the Home Department</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793051973'>[2016] EWHC 786 (Admin)</citation>, in which",Neutral HC,Caselaw,SyntalexMatch,793051973,,[2016] EWHC 786 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1668-civ.xml,Valuation Judgment’): see<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='802067849'>[2019] EWHC 1260 (Ch)</citation>. We refer,Neutral HC,Caselaw,SyntalexMatch,802067849,,[2019] EWHC 1260 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1295-civ.xml,NHS Foundation Trust</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='839721694'>[2017] EWHC 1245 (QB)</citation>. She observed,Neutral HC,Caselaw,SyntalexMatch,839721694,,[2017] EWHC 1245 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-1295-civ.xml,"NHS Trust </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793986669'>[2012] EWHC 1010 (QB)</citation><span style=""font-style:italic"">. </span>",Neutral HC,Caselaw,SyntalexMatch,793986669,,[2012] EWHC 1010 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,"<span style=""font-weight:bold;text-decoration:underline""><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='805460517'>[2019] EWHC 1070 (Admin)</citation></span> </p> </content>",Neutral HC,Caselaw,SyntalexMatch,805460517,,[2019] EWHC 1070 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,"May 2019 (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='805460517'>[2019] EWHC 1070 (Admin)</citation>), which is",Neutral HC,Caselaw,SyntalexMatch,805460517,,[2019] EWHC 1070 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,Derbyshire County Council</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793425845'>[2003] EWHC 2775 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,793425845,,[2003] EWHC 2775 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,State for Transport</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793131273'>[2017] EWHC 121 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,793131273,,[2017] EWHC 121 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,Buckinghamshire County Council</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792877721'>[2013] EWHC 1054 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,792877721,,[2013] EWHC 1054 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,v Welsh Ministers</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792692901'>[2015] EWHC 776 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,792692901,,[2015] EWHC 776 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,"Breckland District Council</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793310909'>[2013] EWHC 12 (Admin)</citation>, at paragraph",Neutral HC,Caselaw,SyntalexMatch,793310909,,[2013] EWHC 12 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,Heath District Council</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793868117'>[2011] EWHC 606 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,793868117,,[2011] EWHC 606 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,first instance (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792813577'>[2014] EWHC 223 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,792813577,,[2014] EWHC 223 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,Rochford District Council</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793815921'>[2012] EWHC 2542 (Admin)</citation>; [2013] 1,Neutral HC,Caselaw,SyntalexMatch,793815921,,[2012] EWHC 2542 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2020/2020-ewca-214-civ.xml,Cabinet Office </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793074505'>[2017] EWHC 1787 (Admin)</citation>; <citation entityType='SyntalexMatch',Neutral HC,Caselaw,SyntalexMatch,793074505,,[2017] EWHC 1787 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2018/2018-ewca-1536-civ.xml,previous day (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792552509'>[2015] EWHC 3472 (Ch)</citation>) (“Barling J’s,Neutral HC,Caselaw,SyntalexMatch,792552509,,[2015] EWHC 3472 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2018/2018-ewca-1536-civ.xml,"Preparation Contractors (UK)</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793217973'>[2002] EWHC 881(Ch)</citation>at [87], and",Neutral HC,Caselaw,SyntalexMatch,793217973,,[2002] EWHC 881(Ch),,Resolved match,EWHC Ch
s3://vlex-tna-files/ewca/civ/2018/2018-ewca-1536-civ.xml,Airways plc </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793992517'>[2009] EWHC 741 (Ch)</citation>at </p> </content>,Neutral HC,Caselaw,SyntalexMatch,793992517,,[2009] EWHC 741 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1060-civ.xml,April 2015 (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793049217'>[2015] EWHC 1095 (Admin)</citation>) he dismissed,Neutral HC,Caselaw,SyntalexMatch,793049217,,[2015] EWHC 1095 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1060-civ.xml,the Home Department</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='794034177'>[2014] EWHC 1914 (Admin)</citation>. In a,Neutral HC,Caselaw,SyntalexMatch,794034177,,[2014] EWHC 1914 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1060-civ.xml,"Home Department </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792698869'>[2011] EWHC 2182 (Admin)</citation><span style=""color:#000000"">, at",Neutral HC,Caselaw,SyntalexMatch,792698869,,[2011] EWHC 2182 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1060-civ.xml,") and<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793983277'>[2012] EWHC 1799 (Admin)</citation>(<span style=""text-decoration:underline"">sub nom</span><span>",Neutral HC,Caselaw,SyntalexMatch,793983277,,[2012] EWHC 1799 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1060-civ.xml,"J – see<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793524257'>[2012] EWHC 56 (Admin)</citation>(<span style=""text-decoration:underline"">sub nom</span><span>",Neutral HC,Caselaw,SyntalexMatch,793524257,,[2012] EWHC 56 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"November 2008 –<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792684601'>[2008] EWHC 2893 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,792684601,,[2008] EWHC 2893 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,refused permission (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='805318377'>[2013] EWHC 3757 (Ch)</citation>). HMRC appealed.,Neutral HC,Caselaw,SyntalexMatch,805318377,,[2013] EWHC 3757 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"December 2014 –<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793857657'>[2014] EWHC 4302 (Ch)</citation>,<span class=""apple-converted-space"" style=""color:#000000;background-color:FFFFFF"">",Neutral HC,Caselaw,SyntalexMatch,793857657,,[2014] EWHC 4302 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,January 2016 (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793786049'>[2016] EWHC 86 (Ch)</citation>) Henderson J,Neutral HC,Caselaw,SyntalexMatch,793786049,,[2016] EWHC 86 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"Revenue and Customs</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793056345'>[2013] EWHC 3249 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793056345,,[2013] EWHC 3249 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"January 2015 –<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793793733'>[2015] EWHC 118 (Ch)</citation>, <span style=""color:#000000""><citation",Neutral HC,Caselaw,SyntalexMatch,793793733,,[2015] EWHC 118 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"</span><span style=""color:#000000""><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793239377'>[2010] EWHC 1071 (Ch)</citation></span>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793239377,,[2010] EWHC 1071 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"</span><span style=""color:#000000""><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792630349'>[2014] EWHC 868 (Ch</citation></span>), <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,792630349,,[2014] EWHC 868 (Ch,,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"v HMRC </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793632829'>[2016] EWHC 2426 (Ch)</citation>, in which",Neutral HC,Caselaw,SyntalexMatch,793632829,,[2016] EWHC 2426 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"and Customs Commissioners</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793475281'>[2012] EWHC 458 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793475281,,[2012] EWHC 458 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"July 2003 (<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793049501'>[2003] EWHC 1779 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793049501,,[2003] EWHC 1779 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1180-civ.xml,"is <span style=""color:#000000;background-color:FFFFFF""><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='804870077'>[2001] EWHC Ch 397</citation></span>. It concerned",Neutral HC,Caselaw,SyntalexMatch,804870077,,[2001] EWHC Ch 397,,Resolved match,EWHC Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1182-civ.xml,neutral citation number<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793302909'>[2016] EWHC 1169 (Admin)</citation>) and in,Neutral HC,Caselaw,SyntalexMatch,793302909,,[2016] EWHC 1169 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1182-civ.xml,"Camelot Group plc</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793884833'>[2003] EWHC 1256 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793884833,,[2003] EWHC 1256 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2016/2016-ewca-1182-civ.xml,"Premium Interest Ltd</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792666025'>[2015] EWHC 738 (Ch)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,792666025,,[2015] EWHC 738 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/civ/2005/2005-ewca-78-civ.xml,"Ltd v IRC</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='852187419,793646569'>[2003] EWHC 1002 (CH)</citation>. The particulars",Neutral HC,Caselaw,SyntalexMatch,"852187419,793646569",,[2003] EWHC 1002 (CH),,Resolved match,EWHC  CH
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-45-crim.xml,2014 reported at<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793125533'>[2014] EWHC 1495 Admin.</citation>We heard the,Neutral HC,Caselaw,SyntalexMatch,793125533,,[2014] EWHC 1495 Admin.,,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-45-crim.xml,Home Secretary </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793689773'>[2003] EWHC 2953 (Admin)</citation>at paragraphs 45-54.</p>,Neutral HC,Caselaw,SyntalexMatch,793689773,,[2003] EWHC 2953 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,"Youth Court</span> </a><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793582753'>[2011] EWHC 2059 (Admin)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793582753,,[2011] EWHC 2059 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,"Youth Court </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793498545'>[2009] EWHC 3088 (Admin)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,793498545,,[2009] EWHC 3088 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,"Youth Court</span> </a><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='806299893'>[2005] EWHC 2583 (Admin)</citation>, <citation entityType='SyntalexMatch'",Neutral HC,Caselaw,SyntalexMatch,806299893,,[2005] EWHC 2583 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,Court v Fenyvesi<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='794053101'>[2009]EWHC 231 (Admin)</citation>. </p> </content>,Neutral HC,Caselaw,SyntalexMatch,794053101,,[2009]EWHC 231 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,Court v Fenyvesi<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='794053101'>[2009] EWHC 231 (Admin)</citation>. </p> </content>,Neutral HC,Caselaw,SyntalexMatch,794053101,,[2009] EWHC 231 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,"’, or ‘<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='803548433'>[2002] EWHC 124 (QB)</citation>’, or ‘<citation",Neutral HC,Caselaw,SyntalexMatch,803548433,,[2002] EWHC 124 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/crim/2015/2015-ewca-1567-crim.xml,Green v White<citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='803548433'>[2002] EWHC 124 (QB)</citation>would be cited:,Neutral HC,Caselaw,SyntalexMatch,803548433,,[2002] EWHC 124 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/crim/2017/2017-ewca-1228-crim.xml,for Justice </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793328317'>[2016] EWHC 984 (Admin)</citation>.</p> </content> </paragraph>,Neutral HC,Caselaw,SyntalexMatch,793328317,,[2016] EWHC 984 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2017/2017-ewca-1228-crim.xml,for Justice </span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='792899557'>[2010] EWHC 369 (Admin)</citation>). As is,Neutral HC,Caselaw,SyntalexMatch,792899557,,[2010] EWHC 369 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2019/2019-ewca-1074-crim.xml,"PLC and another</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='845450809'>[2018] EWHC 3055 (QB)</citation>, in which",Neutral HC,Caselaw,SyntalexMatch,845450809,,[2018] EWHC 3055 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/crim/2021/2021-ewca-1785-crim.xml,"style=""font-style:italic"">R v Evans</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793128121'>[2014] EWHC 3803 (QB)</citation>at paragraphs [49]",Neutral HC,Caselaw,SyntalexMatch,793128121,,[2014] EWHC 3803 (QB),,Resolved match,EWHC  QB
s3://vlex-tna-files/ewca/crim/2021/2021-ewca-1785-crim.xml,Bank of India</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793403057'>[2003] EWHC 1868 (Ch)</citation>) Patten J,Neutral HC,Caselaw,SyntalexMatch,793403057,,[2003] EWHC 1868 (Ch),,Resolved match,EWHC  Ch
s3://vlex-tna-files/ewca/crim/2021/2021-ewca-1785-crim.xml,"style=""font-style:italic"">DPP v Patterson</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793333461'>[2017] EWHC 2820 (Admin)</citation>. This was",Neutral HC,Caselaw,SyntalexMatch,793333461,,[2017] EWHC 2820 (Admin),,Resolved match,EWHC  Admin
s3://vlex-tna-files/ewca/crim/2021/2021-ewca-1785-crim.xml,v Viagogo Limited</span><citation entityType='SyntalexMatch' ruleName='Neutral HC' vids='793870301'>[2011] EWHC 764 QB</citation>at paragraphs [37],Neutral HC,Caselaw,SyntalexMatch,793870301,,[2011] EWHC 764 QB,,Resolved match,EWHC  QB
